sql_id,num_tables_used,num_kpis,primary_table,kpi_family,execution_count,frequency_bucket,analyst,dominant_hour,dominant_day_of_week
S000095,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S000475,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000622,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Thursday
S000293,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S000893,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_12,12,Thursday
S000895,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_12,12,Thursday
S000894,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_12,13,Thursday
S001288,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_07,18,Thursday
S001019,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_07,19,Thursday
S000623,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Friday
S000096,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000476,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S001405,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_02,10,Friday
S000294,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001287,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_03,18,Saturday
S001155,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,10,Sunday
S001348,2,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_10,15,Sunday
S000295,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Monday
S000097,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000624,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S000477,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S001168,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,17,Monday
S001341,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_12,18,Monday
S000296,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S000098,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000478,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Tuesday
S000625,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000479,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Wednesday
S000297,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Wednesday
S000099,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S001120,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,12,Wednesday
S000100,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S001271,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_10,9,Thursday
S001279,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,10,Thursday
S001278,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_06,10,Thursday
S001478,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_12,14,Thursday
S001134,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_12,16,Thursday
S001342,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,18,Thursday
S000101,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000480,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Friday
S000298,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Friday
S001355,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_12,15,Friday
S001393,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_11,15,Friday
S001003,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_08,9,Saturday
S000102,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Saturday
S000299,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Sunday
S000481,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_09,8,Monday
S000103,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000300,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,9,Monday
S000717,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,10,Monday
S000820,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,10,Monday
S001251,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_12,11,Monday
S001063,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_10,13,Monday
S001480,1,3,support_tickets,support_sla,1,ad-hoc,analyst_06,14,Monday
S000934,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,16,Monday
S000935,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,16,Monday
S000482,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000301,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Tuesday
S000104,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S001498,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,12,Tuesday
S000626,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Wednesday
S001098,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_10,10,Wednesday
S000105,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S001005,1,3,support_tickets,support_sla,1,ad-hoc,analyst_08,13,Wednesday
S000483,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Thursday
S000106,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
S000302,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000303,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Friday
S000484,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S000107,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S000485,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Monday
S001434,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_11,10,Monday
S000821,3,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,10,Monday
S000108,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Monday
S000718,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,13,Monday
S001300,1,3,support_tickets,support_sla,1,ad-hoc,analyst_11,15,Monday
S001181,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,17,Monday
S000627,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,8,Tuesday
S000486,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_09,10,Tuesday
S000109,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000487,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S000628,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Wednesday
S000304,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S000968,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_10,14,Wednesday
S000969,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_10,14,Wednesday
S000488,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_01,8,Thursday
S000110,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S000305,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000629,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Friday
S000306,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_10,11,Friday
S001231,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,15,Sunday
S000822,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,9,Monday
S000719,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,9,Monday
S000856,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,10,Monday
S000630,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S000875,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Monday
S001085,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,10,Monday
S000489,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Monday
S000111,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Monday
S000307,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,11,Monday
S000752,3,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Monday
S000846,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,15,Monday
S000112,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Tuesday
S001384,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_02,10,Tuesday
S000631,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Tuesday
S001323,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,13,Tuesday
S000632,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Wednesday
S000490,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Wednesday
S001116,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,16,Wednesday
S000308,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S000491,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000113,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000309,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Friday
S000114,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,10,Friday
S001463,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_05,12,Friday
S000115,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Saturday
S000310,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000116,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000492,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S001006,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,14,Monday
S001477,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,15,Monday
S001331,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_01,16,Monday
S000918,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,19,Monday
S000919,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,20,Monday
S000117,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Tuesday
S000493,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S000928,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,14,Tuesday
S000929,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,14,Tuesday
S000930,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,14,Tuesday
S000633,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000494,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S000311,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Wednesday
S000118,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Wednesday
S000495,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000119,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S000634,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Thursday
S001291,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_07,12,Thursday
S000635,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Friday
S000120,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Friday
S000312,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Friday
S000121,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S000753,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,9,Monday
S000720,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,9,Monday
S001438,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,9,Monday
S000787,1,3,support_tickets,support_sla,1,ad-hoc,analyst_09,9,Monday
S001202,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,10,Monday
S000823,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_09,11,Monday
S001125,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,13,Monday
S001333,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_03,14,Monday
S000996,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_03,20,Monday
S000496,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000313,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Tuesday
S000636,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Tuesday
S001248,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,10,Tuesday
S000122,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S001023,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,11,Tuesday
S000123,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000637,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000497,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Wednesday
S000314,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S001124,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Wednesday
S000315,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Thursday
S000498,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000638,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Thursday
S000124,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
S001016,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_02,14,Thursday
S000499,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Friday
S000125,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000316,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,10,Friday
S001490,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_11,11,Friday
S001198,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,13,Friday
S001197,1,3,support_tickets,support_sla,1,ad-hoc,analyst_10,13,Friday
S001435,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Sunday
S000500,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Monday
S000126,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000721,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,10,Monday
S000953,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,10,Monday
S000954,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,10,Monday
S000955,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,10,Monday
S000317,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Monday
S000956,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,10,Monday
S000788,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S000824,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S001363,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_06,18,Monday
S000501,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Tuesday
S000639,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Tuesday
S000127,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Tuesday
S000318,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S001448,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_03,11,Tuesday
S001496,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,18,Tuesday
S000640,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Wednesday
S001041,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_12,12,Wednesday
S001030,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,16,Wednesday
S000641,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_08,9,Thursday
S001476,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_01,10,Thursday
S001482,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_04,13,Thursday
S000642,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,9,Friday
S000319,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Friday
S001369,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,10,Friday
S000128,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S000995,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,13,Friday
S001148,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_04,16,Friday
S001073,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Sunday
S000129,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000643,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,10,Monday
S000722,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,11,Monday
S001237,1,3,support_tickets,support_sla,1,ad-hoc,analyst_08,11,Monday
S000825,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,13,Monday
S001176,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_03,18,Monday
S001334,3,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_03,18,Monday
S000644,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Tuesday
S000130,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Tuesday
S001285,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,16,Tuesday
S001459,3,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_12,18,Tuesday
S000320,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S001132,2,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_10,14,Wednesday
S001021,2,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_11,17,Wednesday
S000502,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000847,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,10,Thursday
S000876,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Thursday
S000131,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,10,Thursday
S000321,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000857,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,13,Thursday
S000866,1,3,support_tickets,support_sla,1,ad-hoc,analyst_11,15,Thursday
S001337,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_10,16,Thursday
S000322,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Friday
S000132,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S001171,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_10,17,Friday
S000133,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000323,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000503,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S000645,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S000789,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,11,Monday
S001328,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,11,Monday
S000723,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,13,Monday
S001261,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,17,Monday
S000134,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Tuesday
S000646,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Tuesday
S000324,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Tuesday
S000504,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S000505,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S001277,3,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_04,9,Wednesday
S000325,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S000647,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_05,9,Thursday
S000506,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S001281,1,3,support_tickets,support_sla,1,ad-hoc,analyst_01,11,Thursday
S000507,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Friday
S000135,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000326,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001359,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,17,Friday
S000327,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000136,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000508,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Monday
S000724,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,11,Monday
S000754,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_10,11,Monday
S000790,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S001249,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_04,15,Monday
S001305,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_08,18,Monday
S000328,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S000509,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S000137,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S001345,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Tuesday
S000138,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S000510,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Wednesday
S000329,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S001033,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_08,14,Wednesday
S000330,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S000511,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Thursday
S001195,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
S001385,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_08,13,Thursday
S000512,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Friday
S000139,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S001236,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_08,15,Friday
S000331,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Sunday
S000513,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Sunday
S000648,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Sunday
S000649,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_12,8,Monday
S000140,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S000755,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,9,Monday
S000332,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_12,9,Monday
S001067,1,3,support_tickets,support_sla,1,ad-hoc,analyst_09,10,Monday
S001186,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
